calibration distance,calibration LT-1,detector draining LT-1,detector draining height,detector filling LT-1,detector filling height,draining cal dis,draining cal cur,filling cal dis,filling cal cur,initial filling PT5,initial filling LT1,new cal coordi,new cal LT1
34.437046,29.4237759,3.31822,3.30086,3.02141,3.03605,,,,,3.18895,3.21555,,
34.9384958,29.87178525,3.31822,3.30085,3.02141,3.03676,,,,,3.18895,3.21368,,
35.4399456,30.3197946,3.32008,3.30084,3.02141,3.03676,,,,,3.18639,3.21368,,
35.94139539,30.76780395,3.32008,3.30085,3.02328,3.03677,,,,,3.18639,3.21368,,
36.44284519,31.2158133,3.31822,3.30086,3.02328,3.03677,,,,,3.18382,3.21368,,
36.94429498,31.5144862,3.31822,3.30086,3.02328,3.03676,,,,,3.18639,3.21368,,
37.44574478,31.8131591,3.32008,3.30086,3.02328,3.03677,,,,,3.18126,3.21555,,
37.94719457,32.26116845,3.31822,3.30085,3.02328,3.03676,,,,,3.18382,3.21368,,
38.44864437,32.4105049,3.31822,3.30085,3.02328,3.03749,,,,,3.18126,3.21368,,
38.95009416,32.7091778,3.31822,3.30086,3.02328,3.03749,,,,,3.18382,3.21555,,
39.45154396,33.0078507,3.32008,3.30085,3.02141,3.03749,,,,,3.18895,3.21555,,
39.95299375,33.3065236,3.31822,3.30086,3.02328,3.03749,,,,,3.1787,3.21368,,
40.45444355,33.75453295,3.32008,3.30086,3.02328,3.03749,,,,,3.1787,3.21368,,
40.95589334,34.35187875,3.31822,3.30086,3.02328,3.03749,,,,,3.1787,3.21368,,
41.45734314,34.94922455,3.31822,3.30086,3.02328,3.03749,,,,,3.18639,3.21555,,
41.75365438,35.098561,3.31822,3.30085,3.02328,3.03749,,,,,3.18639,3.21555,,
,,3.31822,3.30085,3.02514,3.03749,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.02328,3.0375,,,,,3.18895,3.21368,,
,,3.32008,3.30085,3.02328,3.03749,,,,,3.18895,3.21555,,
,,3.31822,3.30086,3.02328,3.03821,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.02328,3.03822,,,,,3.18895,3.21555,,
,,3.31822,3.30086,3.02328,3.03822,,,,,3.1787,3.21555,,
,,3.31822,3.30086,3.02514,3.03822,,,,,3.18126,3.21555,,
,,3.31822,3.30086,3.02328,3.03821,,,,,3.18639,3.21555,,
,,3.31822,3.30085,3.02328,3.03821,,,,,3.18126,3.21555,,
,,3.31822,3.30085,3.02514,3.03821,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.02514,3.03821,,,,,3.18895,3.21555,,
,,3.32008,3.30086,3.02514,3.03821,,,,,3.18895,3.21368,,
,,3.32008,3.30086,3.02328,3.03821,,,,,3.18382,3.21368,,
,,3.31822,3.30086,3.02514,3.03893,,,,,3.18382,3.21368,,
,,3.31822,3.30086,3.02514,3.03894,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.02514,3.03893,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.02514,3.03893,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.02514,3.03894,,,,,3.18126,3.21555,,
,,3.31822,3.30086,3.02514,3.03894,,,,,3.18639,3.21368,,
,,3.31822,3.30086,3.02514,3.03894,,,,,3.18895,3.21555,,
,,3.31822,3.30086,3.02514,3.03893,,,,,3.18895,3.21368,,
,,3.31822,3.30084,3.02701,3.03893,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.02514,3.03966,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.02514,3.03965,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.02514,3.03965,,,,,3.18639,3.21555,,
,,3.31822,3.30086,3.02701,3.03966,,,,,3.18382,3.21555,,
,,3.32008,3.30085,3.02701,3.03965,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.02701,3.03966,,,,,3.18639,3.21555,,
,,3.31822,3.30085,3.02701,3.03966,,,,,3.18895,3.21555,,
,,3.31822,3.30086,3.02514,3.03965,,,,,3.18895,3.21555,,
,,3.32008,3.30085,3.02701,3.03965,,,,,3.18895,3.21555,,
,,3.31822,3.30086,3.02701,3.03965,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.02701,3.03965,,,,,3.18382,3.21555,,
,,3.31822,3.30086,3.02701,3.04038,,,,,3.18382,3.21555,,
,,3.31822,3.30085,3.02701,3.04038,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02701,3.04038,,,,,3.18382,3.21555,,
,,3.31822,3.30085,3.02701,3.04038,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.02701,3.04038,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02701,3.04038,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.02701,3.04038,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.02701,3.04037,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.02701,3.04038,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02701,3.0411,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.02701,3.0411,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.02701,3.0411,,,,,3.1787,3.21555,,
,,3.31822,3.30084,3.02701,3.0411,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.02701,3.0411,,,,,3.18639,3.21555,,
,,3.31822,3.30086,3.02701,3.04109,,,,,3.18639,3.21368,,
,,3.32008,3.30085,3.02701,3.04109,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02701,3.0411,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.02888,3.0411,,,,,3.18639,3.21368,,
,,3.31822,3.30086,3.02888,3.04111,,,,,3.18126,3.21555,,
,,3.32008,3.30085,3.02888,3.0411,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02888,3.04182,,,,,3.1787,3.21555,,
,,3.31822,3.30086,3.02888,3.04182,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.02888,3.04182,,,,,3.1787,3.21555,,
,,3.32008,3.30085,3.02888,3.04182,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.02888,3.04183,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02888,3.04183,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.02888,3.04183,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.02888,3.04182,,,,,3.18639,3.21368,,
,,3.31822,3.30086,3.02888,3.04254,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.02888,3.04254,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.02888,3.04255,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.02888,3.04255,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.02888,3.04255,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.02888,3.04255,,,,,3.18382,3.21368,,
,,3.31822,3.30084,3.03261,3.04254,,,,,3.1787,3.21555,,
,,3.31822,3.30084,3.02888,3.04254,,,,,3.1787,3.21555,,
,,3.32008,3.30085,3.02888,3.04254,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02888,3.04254,,,,,3.18639,3.21368,,
,,3.31822,3.30086,3.02888,3.04255,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.02888,3.04326,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02888,3.04326,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.02888,3.04327,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.02888,3.04327,,,,,3.18382,3.21555,,
,,3.31822,3.30086,3.02888,3.04326,,,,,3.1787,3.21555,,
,,3.31822,3.30084,3.02888,3.04326,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.02888,3.04327,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.02888,3.04327,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03074,3.04399,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03074,3.04399,,,,,3.18126,3.21368,,
,,3.31822,3.30084,3.02888,3.04399,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.02888,3.04399,,,,,3.1787,3.21555,,
,,3.31822,3.30086,3.03074,3.04399,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.03074,3.04399,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.03074,3.04398,,,,,3.1787,3.21368,,
,,3.31822,3.30084,3.03074,3.04398,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.03074,3.04398,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.03074,3.04398,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03261,3.04399,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03261,3.04398,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.03074,3.04471,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.03074,3.04471,,,,,3.18895,3.21368,,
,,3.31822,3.30084,3.03261,3.04471,,,,,3.1787,3.21368,,
,,3.32008,3.30086,3.03261,3.04472,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.03261,3.04471,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03074,3.04471,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.03261,3.04471,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.03261,3.04471,,,,,3.1787,3.21555,,
,,3.31822,3.30084,3.03074,3.0447,,,,,3.18895,3.21555,,
,,3.32008,3.30085,3.03074,3.04471,,,,,3.1787,3.21555,,
,,3.31822,3.30086,3.03074,3.04472,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03261,3.04543,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.03261,3.04544,,,,,3.18382,3.21368,,
,,3.31822,3.30084,3.03261,3.04543,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03261,3.04543,,,,,3.18126,3.21368,,
,,3.31822,3.30084,3.03261,3.04543,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.03448,3.04543,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03261,3.04544,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03261,3.04543,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03261,3.04543,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03261,3.04544,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.03261,3.04616,,,,,3.18382,3.21368,,
,,3.32008,3.30085,3.03261,3.04615,,,,,3.18639,3.21368,,
,,3.32008,3.30085,3.03261,3.04615,,,,,3.1787,3.21368,,
,,3.32008,3.30084,3.03261,3.04615,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.03261,3.04615,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03261,3.04615,,,,,3.1787,3.21555,,
,,3.31822,3.30084,3.03261,3.04616,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03261,3.04616,,,,,3.18639,3.21368,,
,,3.31822,3.30086,3.03261,3.04615,,,,,3.18126,3.21368,,
,,3.32008,3.30085,3.03261,3.04616,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03261,3.04688,,,,,3.18895,3.21368,,
,,3.32008,3.30085,3.03261,3.04687,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03261,3.04688,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03261,3.04688,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03261,3.04688,,,,,3.18126,3.21368,,
,,3.31822,3.30086,3.03261,3.04688,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03261,3.04688,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.03261,3.04688,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.03261,3.04688,,,,,3.18895,3.21555,,
,,3.32008,3.30085,3.03448,3.04688,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03448,3.0476,,,,,3.18382,3.21555,,
,,3.31822,3.30085,3.03448,3.0476,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03634,3.0476,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03448,3.0476,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03448,3.04761,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.03448,3.0476,,,,,3.18382,3.21368,,
,,3.31822,3.30084,3.03448,3.0476,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03448,3.0476,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03448,3.0476,,,,,3.1787,3.21368,,
,,3.32008,3.30086,3.03448,3.0476,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03448,3.0476,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03448,3.04759,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.03448,3.04833,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03448,3.04833,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03448,3.04832,,,,,3.18126,3.21555,,
,,3.31822,3.30084,3.03448,3.04832,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03448,3.04833,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03448,3.04832,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03448,3.04832,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.03448,3.04832,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.03634,3.04832,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03448,3.04904,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.03448,3.04905,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03448,3.04903,,,,,3.18126,3.21555,,
,,3.31822,3.30085,3.03448,3.04904,,,,,3.18126,3.21368,,
,,3.31822,3.30086,3.03448,3.04904,,,,,3.18639,3.21555,,
,,3.31822,3.30084,3.03821,3.04905,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.03448,3.04904,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03448,3.04904,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.03634,3.04904,,,,,3.18126,3.21368,,
,,3.31822,3.30084,3.03634,3.04977,,,,,3.18382,3.21555,,
,,3.31822,3.30086,3.03634,3.04977,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03634,3.04977,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03634,3.04977,,,,,3.18382,3.21368,,
,,3.31822,3.30086,3.03634,3.04977,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.03634,3.04977,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03634,3.04976,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.03634,3.04977,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03634,3.04976,,,,,3.18639,3.21368,,
,,3.31822,3.30084,3.03634,3.04976,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.03821,3.04977,,,,,3.1787,3.21368,,
,,3.31822,3.30084,3.03634,3.05049,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03634,3.0505,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03821,3.05049,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03821,3.05049,,,,,3.1787,3.21368,,
,,3.31822,3.30084,3.03821,3.05049,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.03634,3.05049,,,,,3.1787,3.21368,,
,,3.31822,3.30086,3.03634,3.05049,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03821,3.05048,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.03634,3.05049,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03821,3.05048,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.03634,3.05121,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.03634,3.05121,,,,,3.18126,3.21368,,
,,3.31822,3.30086,3.03634,3.05121,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.03821,3.05121,,,,,3.18126,3.21368,,
,,3.32008,3.30085,3.03634,3.0512,,,,,3.18639,3.21368,,
,,3.32008,3.30085,3.03634,3.05121,,,,,3.18382,3.21368,,
,,3.32008,3.30085,3.04008,3.05121,,,,,3.18382,3.21368,,
,,3.32008,3.30086,3.03634,3.05121,,,,,3.18126,3.21368,,
,,3.32008,3.30085,3.03821,3.05122,,,,,3.18895,3.21368,,
,,3.32008,3.30087,3.03821,3.05193,,,,,3.18895,3.21368,,
,,3.32008,3.30085,3.03821,3.0512,,,,,3.1787,3.21555,,
,,3.32008,3.30085,3.04194,3.0512,,,,,3.18639,3.21368,,
,,3.32008,3.30086,3.03821,3.05192,,,,,3.18126,3.21368,,
,,3.32008,3.30085,3.03821,3.05192,,,,,3.18382,3.21368,,
,,3.31822,3.30086,3.03821,3.05194,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03821,3.05193,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.03821,3.05192,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03821,3.05193,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.04008,3.05193,,,,,3.18126,3.21368,,
,,3.31822,3.30086,3.03821,3.05193,,,,,3.18126,3.21368,,
,,3.31822,3.30084,3.04008,3.05264,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.04008,3.05265,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.04008,3.05264,,,,,3.18382,3.21555,,
,,3.31822,3.30086,3.04008,3.05265,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.04008,3.05265,,,,,3.18895,3.21368,,
,,3.31822,3.30086,3.04008,3.05265,,,,,3.18895,3.21555,,
,,3.31822,3.30084,3.04008,3.05266,,,,,3.18126,3.21368,,
,,3.32008,3.30085,3.04008,3.05265,,,,,3.18382,3.21368,,
,,3.31822,3.30085,3.04008,3.05265,,,,,3.18639,3.21368,,
,,3.31822,3.30086,3.04008,3.05337,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.04008,3.05338,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03821,3.05337,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.04008,3.05337,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.03821,3.05337,,,,,3.18126,3.21368,,
,,3.31822,3.30086,3.04008,3.05337,,,,,3.18895,3.21555,,
,,3.31822,3.30084,3.04194,3.05338,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.04008,3.05337,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.04008,3.05337,,,,,3.18639,3.21555,,
,,3.31822,3.30085,3.04008,3.05337,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.04008,3.05337,,,,,3.18639,3.21368,,
,,3.31822,3.30086,3.04008,3.05337,,,,,3.18126,3.21368,,
,,3.31822,3.30086,3.04008,3.0541,,,,,3.18639,3.21555,,
,,3.31822,3.30086,3.04008,3.05409,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.04194,3.05409,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.04008,3.05409,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.04008,3.0541,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.04008,3.05409,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.04194,3.05409,,,,,3.18639,3.21368,,
,,3.31822,3.30085,3.04194,3.0541,,,,,3.18126,3.21368,,
,,3.31822,3.30086,3.04194,3.05409,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.04194,3.05482,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.04194,3.05482,,,,,3.18895,3.21368,,
,,3.31822,3.30085,3.04381,3.05481,,,,,3.1787,3.21368,,
,,3.31822,3.30085,3.04381,3.05482,,,,,3.18895,3.21555,,
,,3.31822,3.30085,3.04194,3.05481,,,,,3.18126,3.21368,,
,,3.31822,3.30085,3.04194,3.05481,,,,,3.18895,3.21368,,
,,3.32008,3.30084,3.04194,3.05481,,,,,3.18895,3.21368,,
,,3.32008,3.30085,3.04381,3.05481,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.04381,3.05481,,,,,3.18126,3.21368,,
,,3.32008,3.30085,3.04381,3.05553,,,,,3.18895,3.21368,,
,,3.32008,3.30085,3.04194,3.05554,,,,,3.18382,3.21368,,
,,3.32008,3.30086,3.04194,3.05553,,,,,3.18382,3.21368,,
,,3.32008,3.30086,3.04381,3.05553,,,,,3.18895,3.21368,,
,,3.32008,3.30086,3.04194,3.05554,,,,,3.18895,3.21368,,
,,3.32008,3.30084,3.04194,3.05555,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.04194,3.05554,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.04194,3.05553,,,,,3.1787,3.21555,,
,,3.31822,3.30085,3.04194,3.05554,,,,,3.18639,3.21555,,
,,3.32008,3.30085,3.04381,3.05554,,,,,3.18126,3.21555,,
,,3.32008,3.30086,3.04381,3.05626,,,,,3.18382,3.21368,,
,,3.31822,3.30086,3.04381,3.05626,,,,,3.18639,3.21368,,
,,3.32008,3.30085,3.04381,3.05624,,,,,3.18639,3.21555,,
,,3.32008,3.30085,3.04381,3.05626,,,,,3.1787,3.21368,,
,,3.32008,3.30085,3.04381,3.05626,,,,,3.1787,3.21368,,
,,3.32008,3.30086,3.04381,3.05626,,,,,3.18895,3.21741,,
