calibration distance,calibration LT-1,detector draining LT-1,detector draining height,detector filling LT-1,detector filling height,draining cal dis,draining cal cur,filling cal dis,filling cal cur,initial filling PT5,initial filling LT1,new cal coordi,new cal LT1
,,3.28648,3.28713,3.14461,3.15358,,,,,3.21203,3.23795,,
,,3.28648,3.28712,3.14461,3.1543,,,,,3.20434,3.23795,,
,,3.28648,3.28713,3.14648,3.15358,,,,,3.20434,3.23795,,
,,3.28461,3.28713,3.14461,3.1543,,,,,3.20947,3.23795,,
,,3.28461,3.28713,3.14648,3.15432,,,,,3.20177,3.23795,,
,,3.28461,3.2864,3.14648,3.15431,,,,,3.2069,3.23795,,
,,3.28461,3.2864,3.14648,3.15431,,,,,3.20177,3.23795,,
,,3.28461,3.28641,3.14648,3.1543,,,,,3.20177,3.23795,,
,,3.28461,3.2864,3.14648,3.1543,,,,,3.20177,3.23795,,
,,3.28461,3.2864,3.14648,3.1543,,,,,3.21203,3.23795,,
,,3.28461,3.2864,3.14648,3.15503,,,,,3.19921,3.23795,,
,,3.28648,3.28641,3.14648,3.15502,,,,,3.20177,3.23795,,
,,3.28461,3.2864,3.14835,3.15503,,,,,3.21203,3.23795,,
,,3.28461,3.2864,3.14648,3.15502,,,,,3.20177,3.23795,,
,,3.28461,3.2864,3.14648,3.15502,,,,,3.21203,3.23795,,
,,3.28461,3.2864,3.14835,3.15503,,,,,3.20177,3.23981,,
,,3.28461,3.28641,3.14835,3.15503,,,,,3.20177,3.23795,,
,,3.28461,3.28567,3.14648,3.15503,,,,,3.20177,3.23981,,
,,3.28461,3.28568,3.14835,3.15575,,,,,3.20177,3.23981,,
,,3.28461,3.28567,3.14835,3.15574,,,,,3.21203,3.23981,,
,,3.28461,3.28641,3.14835,3.15575,,,,,3.20177,3.23795,,
,,3.28461,3.28641,3.14648,3.15575,,,,,3.21203,3.23981,,
,,3.28461,3.28568,3.14835,3.15575,,,,,3.20177,3.23981,,
,,3.28461,3.28568,3.14835,3.15575,,,,,3.21203,3.23981,,
,,3.28461,3.28568,3.14835,3.15575,,,,,3.20947,3.23981,,
,,3.28275,3.28568,3.14648,3.15575,,,,,3.20434,3.23795,,
,,3.28275,3.28568,3.14648,3.15575,,,,,3.20947,3.23981,,
,,3.28275,3.28568,3.14835,3.15647,,,,,3.2069,3.23981,,
,,3.28275,3.28568,3.14835,3.15647,,,,,3.20947,3.23981,,
,,3.28275,3.28568,3.14835,3.15646,,,,,3.20434,3.23981,,
,,3.28275,3.28568,3.14648,3.15646,,,,,3.20177,3.23981,,
,,3.28275,3.28568,3.14835,3.15647,,,,,3.20177,3.23981,,
,,3.28275,3.28496,3.14835,3.15647,,,,,3.20947,3.23981,,
,,3.28275,3.28568,3.14835,3.15648,,,,,3.20434,3.23981,,
,,3.28275,3.28568,3.14835,3.15648,,,,,3.20434,3.23981,,
,,3.28275,3.28496,3.14835,3.15647,,,,,3.2069,3.23981,,
,,3.28275,3.28495,3.14835,3.15647,,,,,3.2069,3.23981,,
,,3.28275,3.28495,3.14835,3.15719,,,,,3.20434,3.23981,,
,,3.28275,3.28496,3.15021,3.15647,,,,,3.20177,3.23981,,
,,3.28275,3.28495,3.15021,3.15719,,,,,3.21203,3.23981,,
,,3.28275,3.28495,3.15021,3.1572,,,,,3.21203,3.23981,,
,,3.28275,3.28496,3.14835,3.15719,,,,,3.20177,3.23981,,
,,3.28275,3.28496,3.14835,3.15719,,,,,3.20434,3.23981,,
,,3.28275,3.28496,3.15021,3.15719,,,,,3.2146,3.23981,,
,,3.28275,3.28496,3.15021,3.15719,,,,,3.21203,3.24168,,
,,3.28275,3.28495,3.15021,3.15791,,,,,3.21203,3.23981,,
,,3.28275,3.28495,3.14835,3.15791,,,,,3.20434,3.24168,,
,,3.28275,3.28424,3.15021,3.15791,,,,,3.2146,3.23981,,
,,3.28275,3.28424,3.15021,3.15792,,,,,3.20434,3.23981,,
,,3.28088,3.28424,3.15021,3.15791,,,,,3.20434,3.23981,,
,,3.28275,3.28423,3.15021,3.15789,,,,,3.2146,3.23981,,
,,3.28275,3.28424,3.15021,3.1579,,,,,3.20434,3.23981,,
,,3.28275,3.28423,3.15021,3.15791,,,,,3.21203,3.24168,,
,,3.28275,3.28424,3.14835,3.15792,,,,,3.2069,3.24168,,
,,3.28275,3.28422,3.15021,3.15791,,,,,3.20947,3.24168,,
,,3.28275,3.28423,3.15021,3.15791,,,,,3.2069,3.24168,,
,,3.28088,3.28424,3.15021,3.15791,,,,,3.20434,3.24168,,
,,3.28088,3.28424,3.15021,3.15791,,,,,3.20434,3.24168,,
,,3.28088,3.28424,3.15021,3.15864,,,,,3.20434,3.24168,,
,,3.28275,3.28351,3.15021,3.15863,,,,,3.2146,3.24168,,
,,3.28275,3.28352,3.15021,3.15863,,,,,3.21203,3.24168,,
,,3.28088,3.28351,3.15021,3.15863,,,,,3.2069,3.24168,,
,,3.28088,3.28352,3.15208,3.15863,,,,,3.20434,3.24168,,
,,3.28275,3.28351,3.15208,3.15863,,,,,3.21203,3.24168,,
,,3.28088,3.28351,3.15021,3.15863,,,,,3.2146,3.24168,,
,,3.28088,3.2835,3.15021,3.15863,,,,,3.2146,3.24168,,
,,3.28088,3.28351,3.15021,3.15863,,,,,3.2146,3.24168,,
,,3.28088,3.28352,3.15208,3.15934,,,,,3.20434,3.24168,,
,,3.28088,3.28351,3.15021,3.15935,,,,,3.2146,3.24168,,
,,3.28088,3.28351,3.15021,3.15934,,,,,3.20434,3.24168,,
,,3.28275,3.28351,3.15021,3.15934,,,,,3.2069,3.24168,,
,,3.28088,3.28352,3.15021,3.15935,,,,,3.20947,3.24168,,
,,3.28275,3.28351,3.15208,3.15935,,,,,3.2146,3.24168,,
,,3.28088,3.28351,3.15208,3.15935,,,,,3.20434,3.24168,,
,,3.28088,3.28278,3.15208,3.15934,,,,,3.21203,3.24168,,
,,3.28088,3.28278,3.15208,3.15934,,,,,3.2069,3.23981,,
,,3.28088,3.28278,3.15208,3.15934,,,,,3.20434,3.24168,,
,,3.28088,3.28279,3.15021,3.16006,,,,,3.2069,3.24168,,
,,3.28088,3.2828,3.15208,3.16007,,,,,3.2146,3.24168,,
,,3.28088,3.28279,3.15208,3.16008,,,,,3.21203,3.24168,,
,,3.28088,3.28279,3.15208,3.16007,,,,,3.21203,3.23981,,
,,3.28088,3.28279,3.15208,3.16007,,,,,3.20434,3.24168,,
,,3.28088,3.28279,3.15208,3.16007,,,,,3.2146,3.24168,,
,,3.28088,3.28278,3.15395,3.16007,,,,,3.21203,3.24168,,
,,3.28088,3.28279,3.15208,3.1608,,,,,3.20947,3.24168,,
,,3.28088,3.28279,3.15395,3.16079,,,,,3.20947,3.24168,,
,,3.28088,3.28278,3.15208,3.16079,,,,,3.20947,3.24168,,
,,3.28088,3.28279,3.15208,3.16079,,,,,3.2146,3.24168,,
,,3.27901,3.28279,3.15208,3.1608,,,,,3.20434,3.23981,,
,,3.27901,3.28207,3.15208,3.16079,,,,,3.2146,3.24168,,
,,3.27901,3.28206,3.15208,3.16079,,,,,3.2069,3.24168,,
,,3.27901,3.28206,3.15395,3.16079,,,,,3.21203,3.24168,,
,,3.27901,3.28279,3.15208,3.16079,,,,,3.2069,3.24168,,
,,3.27901,3.28207,3.15208,3.16079,,,,,3.21716,3.24168,,
,,3.28088,3.28206,3.15395,3.16079,,,,,3.21203,3.24168,,
,,3.28088,3.28206,3.15395,3.16079,,,,,3.20947,3.24168,,
,,3.27901,3.28207,3.15395,3.16151,,,,,3.2146,3.24168,,
,,3.27901,3.28207,3.15208,3.16151,,,,,3.2146,3.24355,,
,,3.27901,3.28206,3.15395,3.16151,,,,,3.21716,3.24355,,
,,3.27901,3.28207,3.15395,3.1615,,,,,3.2069,3.24355,,
,,3.27901,3.28206,3.15395,3.16151,,,,,3.21716,3.24168,,
,,3.27901,3.28206,3.15395,3.16151,,,,,3.2069,3.24168,,
,,3.27901,3.28206,3.15395,3.16151,,,,,3.20947,3.24168,,
,,3.27901,3.28207,3.15395,3.16151,,,,,3.20947,3.24168,,
,,3.27901,3.28134,3.15395,3.16224,,,,,3.21203,3.24168,,
,,3.27901,3.28134,3.15395,3.16224,,,,,3.20947,3.24168,,
,,3.27901,3.28134,3.15395,3.16223,,,,,3.20947,3.24355,,
,,3.27901,3.28134,3.15395,3.16222,,,,,3.20947,3.24355,,
,,3.27901,3.28135,3.15395,3.16222,,,,,3.20947,3.24355,,
,,3.27901,3.28135,3.15395,3.16223,,,,,3.21203,3.24355,,
,,3.28088,3.28135,3.15395,3.16223,,,,,3.2146,3.24355,,
,,3.27901,3.28135,3.15395,3.16223,,,,,3.21203,3.24355,,
,,3.27901,3.28134,3.15395,3.16223,,,,,3.2146,3.24355,,
,,3.27901,3.28135,3.15395,3.16223,,,,,3.21203,3.24355,,
,,3.27901,3.28134,3.15395,3.16295,,,,,3.2146,3.24355,,
,,3.27901,3.28135,3.15395,3.16295,,,,,3.21716,3.24355,,
,,3.27901,3.28063,3.15581,3.16295,,,,,3.20947,3.24355,,
,,3.27901,3.28063,3.15581,3.16296,,,,,3.2069,3.24355,,
,,3.27715,3.28063,3.15581,3.16295,,,,,3.2069,3.24355,,
,,3.27901,3.28062,3.15395,3.16295,,,,,3.20947,3.24355,,
,,3.27715,3.28062,3.15395,3.16295,,,,,3.2146,3.24355,,
,,3.27715,3.28062,3.15395,3.16296,,,,,3.20947,3.24541,,
,,3.27715,3.28063,3.15581,3.16295,,,,,3.21716,3.24355,,
,,3.27715,3.28062,3.15581,3.16295,,,,,3.21716,3.24541,,
,,3.27715,3.28061,3.15395,3.16295,,,,,3.2146,3.24541,,
,,3.27715,3.28062,3.15581,3.16295,,,,,3.20947,3.24355,,
,,3.27715,3.28062,3.15581,3.16367,,,,,3.21972,3.24541,,
,,3.27901,3.28062,3.15581,3.16366,,,,,3.2146,3.24541,,
,,3.27715,3.28062,3.15395,3.16367,,,,,3.2146,3.24541,,
,,3.27715,3.28062,3.15581,3.16366,,,,,3.20947,3.24355,,
,,3.27715,3.28062,3.15581,3.16366,,,,,3.21716,3.24541,,
,,3.27715,3.2799,3.15581,3.16367,,,,,3.21203,3.24355,,
,,3.27715,3.2799,3.15395,3.16366,,,,,3.21203,3.24355,,
,,3.27715,3.27991,3.15581,3.16367,,,,,3.20947,3.24355,,
,,3.27715,3.2799,3.15581,3.16366,,,,,3.2069,3.24355,,
,,3.27715,3.2799,3.15581,3.16439,,,,,3.20947,3.24541,,
,,3.27715,3.27989,3.15581,3.16438,,,,,3.2146,3.24541,,
,,3.27715,3.2799,3.15581,3.16439,,,,,3.20947,3.24541,,
,,3.27715,3.2799,3.15581,3.16438,,,,,3.2069,3.24541,,
,,3.27715,3.27989,3.15581,3.16438,,,,,3.20947,3.24355,,
,,3.27715,3.2799,3.15581,3.16439,,,,,3.21203,3.24541,,
,,3.27715,3.2799,3.15581,3.16438,,,,,3.20947,3.24355,,
,,3.27715,3.27991,3.15581,3.16511,,,,,3.2069,3.24355,,
,,3.27715,3.27991,3.15581,3.16512,,,,,3.2069,3.24541,,
,,3.27715,3.2799,3.15581,3.1651,,,,,3.20947,3.24541,,
,,3.27528,3.2799,3.15581,3.16511,,,,,3.21203,3.24541,,
,,3.27715,3.27918,3.15581,3.16511,,,,,3.21716,3.24541,,
,,3.27528,3.27918,3.15581,3.1651,,,,,3.20947,3.24541,,
,,3.27715,3.27918,3.15581,3.16511,,,,,3.2069,3.24541,,
,,3.27715,3.27917,3.15768,3.16583,,,,,3.21972,3.24541,,
,,3.27715,3.27918,3.15768,3.16583,,,,,3.21972,3.24541,,
,,3.27715,3.27918,3.15768,3.16583,,,,,3.21972,3.24728,,
,,3.27715,3.27918,3.15768,3.16582,,,,,3.21203,3.24541,,
,,3.27715,3.27918,3.15768,3.16582,,,,,3.2146,3.24541,,
,,3.27528,3.27918,3.15768,3.16583,,,,,3.21716,3.24541,,
,,3.27715,3.27918,3.15768,3.16583,,,,,3.21972,3.24541,,
,,3.27528,3.27918,3.15768,3.16583,,,,,3.20947,3.24541,,
,,3.27715,3.27918,3.15768,3.16583,,,,,3.20947,3.24728,,
,,3.27715,3.27918,3.15768,3.16584,,,,,3.21972,3.24728,,
,,3.27528,3.27845,3.15768,3.16583,,,,,3.21972,3.24728,,
,,3.27528,3.27845,3.15768,3.16655,,,,,3.21972,3.24728,,
,,3.27715,3.27845,3.15768,3.16655,,,,,3.20947,3.24728,,
,,3.27528,3.27846,3.15768,3.16655,,,,,3.21203,3.24728,,
,,3.27528,3.27846,3.15768,3.16655,,,,,3.21716,3.24728,,
,,3.27528,3.27846,3.15768,3.16655,,,,,3.21972,3.24728,,
,,3.27528,3.27846,3.15768,3.16656,,,,,3.20947,3.24728,,
,,3.27715,3.27846,3.15768,3.16656,,,,,3.20947,3.24728,,
,,3.27715,3.27845,3.15768,3.16654,,,,,3.21972,3.24728,,
,,3.27528,3.27845,3.15768,3.16655,,,,,3.21203,3.24728,,
,,3.27528,3.27845,3.15768,3.16655,,,,,3.21203,3.24541,,
,,3.27528,3.27845,3.15768,3.16726,,,,,3.21203,3.24728,,
,,3.27528,3.27772,3.15768,3.16727,,,,,3.21203,3.24728,,
,,3.27528,3.27773,3.15955,3.16727,,,,,3.21716,3.24728,,
,,3.27528,3.27773,3.15955,3.16726,,,,,3.21716,3.24728,,
,,3.27528,3.27774,3.15955,3.16728,,,,,3.2146,3.24728,,
,,3.27528,3.27773,3.15955,3.16727,,,,,3.21203,3.24728,,
,,3.27528,3.27773,3.15768,3.16728,,,,,3.21203,3.24728,,
,,3.27528,3.27773,3.15955,3.16727,,,,,3.20947,3.24541,,
,,3.27528,3.27773,3.15955,3.16727,,,,,3.21972,3.24728,,
,,3.27528,3.27773,3.15955,3.16726,,,,,3.21716,3.24728,,
,,3.27528,3.27773,3.15955,3.16799,,,,,3.2146,3.24728,,
,,3.27528,3.27774,3.15955,3.16799,,,,,3.21716,3.24728,,
,,3.27528,3.27773,3.15955,3.16799,,,,,3.20947,3.24728,,
,,3.27528,3.27773,3.15955,3.16799,,,,,3.21203,3.24728,,
,,3.27528,3.27701,3.15955,3.16798,,,,,3.21716,3.24728,,
,,3.27528,3.277,3.15955,3.16799,,,,,3.2146,3.24728,,
,,3.27528,3.27773,3.15955,3.16799,,,,,3.2146,3.24728,,
,,3.27528,3.27774,3.15955,3.16799,,,,,3.22229,3.24915,,
,,3.27528,3.27702,3.16141,3.16799,,,,,3.20947,3.24915,,
,,3.27528,3.27701,3.16141,3.16798,,,,,3.21203,3.24915,,
,,3.27528,3.27701,3.15955,3.16871,,,,,3.2146,3.24728,,
,,3.27528,3.27701,3.15955,3.16871,,,,,3.21203,3.24728,,
,,3.27528,3.27701,3.15955,3.16871,,,,,3.21203,3.24728,,
,,3.27528,3.27701,3.15955,3.1687,,,,,3.20947,3.24728,,
,,3.27528,3.27701,3.15955,3.16872,,,,,3.22229,3.24915,,
,,3.27528,3.27701,3.15955,3.1687,,,,,3.21972,3.24915,,
,,3.27528,3.27702,3.16141,3.16871,,,,,3.21972,3.24915,,
,,3.27528,3.277,3.15955,3.1687,,,,,3.2146,3.24915,,
,,3.27528,3.27701,3.16141,3.16871,,,,,3.21972,3.24915,,
,,3.27528,3.27701,3.15955,3.16943,,,,,3.2146,3.24915,,
,,3.27528,3.27629,3.16141,3.16943,,,,,3.21203,3.24915,,
,,3.27528,3.27628,3.16141,3.16943,,,,,3.21972,3.24915,,
,,3.27341,3.27629,3.16141,3.16943,,,,,3.21972,3.24915,,
,,3.27528,3.27629,3.16141,3.16943,,,,,3.2146,3.24915,,
,,3.27341,3.27629,3.16141,3.16943,,,,,3.22229,3.24915,,
,,3.27155,3.27629,3.16141,3.16943,,,,,3.21203,3.24915,,
,,3.27341,3.27629,3.16141,3.16943,,,,,3.21972,3.24915,,
,,3.27528,3.27629,3.16141,3.16943,,,,,3.22229,3.24915,,
,,3.27528,3.27629,3.16141,3.17016,,,,,3.21972,3.24915,,
,,3.27341,3.27629,3.16141,3.17015,,,,,3.2146,3.24915,,
,,3.27341,3.27628,3.16141,3.17015,,,,,3.22229,3.24915,,
,,3.27341,3.27557,3.16141,3.17015,,,,,3.21716,3.24915,,
,,3.27341,3.27557,3.16328,3.17015,,,,,3.2146,3.24915,,
,,3.27155,3.27629,3.16328,3.17015,,,,,3.21972,3.24915,,
,,3.27341,3.27628,3.16328,3.17015,,,,,3.21203,3.24915,,
,,3.27341,3.27556,3.16141,3.17014,,,,,3.21716,3.24915,,
,,3.27341,3.27556,3.16328,3.17015,,,,,3.21203,3.24915,,
,,3.27341,3.27556,3.16328,3.17015,,,,,3.22229,3.25101,,
,,3.27341,3.27557,3.16328,3.17014,,,,,3.22229,3.24915,,
,,3.27341,3.27557,3.16328,3.17088,,,,,3.2146,3.24915,,
,,3.27341,3.27557,3.16328,3.17087,,,,,3.2146,3.25101,,
,,3.27341,3.27556,3.16328,3.17086,,,,,3.21972,3.24915,,
,,3.27528,3.27556,3.16328,3.17087,,,,,3.21972,3.25101,,
,,3.27341,3.27556,3.16328,3.17087,,,,,3.2146,3.24915,,
,,3.27341,3.27557,3.16328,3.17086,,,,,3.21203,3.24915,,
,,3.27341,3.27557,3.16328,3.17087,,,,,3.22485,3.25101,,
,,3.27341,3.27485,3.16328,3.17086,,,,,3.22229,3.25101,,
,,3.27341,3.27484,3.16515,3.17087,,,,,3.22229,3.25101,,
,,3.27341,3.27484,3.16328,3.17159,,,,,3.2146,3.24915,,
,,3.27341,3.27485,3.16328,3.17158,,,,,3.21716,3.24915,,
,,3.27155,3.27485,3.16328,3.17158,,,,,3.22229,3.24915,,
,,3.27341,3.27485,3.16328,3.17159,,,,,3.21716,3.24915,,
,,3.27341,3.27485,3.16328,3.17159,,,,,3.21972,3.25101,,
,,3.27341,3.27485,3.16328,3.17158,,,,,3.21716,3.25101,,
,,3.27155,3.27484,3.16515,3.17158,,,,,3.22229,3.25101,,
,,3.27341,3.27484,3.16515,3.17159,,,,,3.22485,3.25101,,
,,3.27341,3.27485,3.16515,3.17158,,,,,3.21716,3.25101,,
,,3.27341,3.27484,3.16515,3.17158,,,,,3.2146,3.25101,,
,,3.27341,3.27484,3.16515,3.17158,,,,,3.2146,3.25288,,
,,3.27341,3.27413,3.16515,3.17231,,,,,3.2146,3.25101,,
,,3.27155,3.27412,3.16515,3.17231,,,,,3.2146,3.25288,,
,,3.27155,3.27412,3.16515,3.1723,,,,,3.21716,3.25288,,
,,3.27155,3.27412,3.16515,3.17231,,,,,3.2146,3.25101,,
,,3.27155,3.27412,3.16515,3.17231,,,,,3.2146,3.25101,,
,,3.27341,3.27413,3.16515,3.1723,,,,,3.22485,3.25101,,
,,3.27155,3.27411,3.16515,3.17231,,,,,3.21972,3.25101,,
,,3.27341,3.27411,3.16515,3.17231,,,,,3.2146,3.25101,,
,,3.27341,3.27413,3.16515,3.17303,,,,,3.2146,3.25101,,
,,3.27155,3.27412,3.16515,3.17303,,,,,3.22485,3.25101,,
,,3.27155,3.27413,3.16515,3.17303,,,,,3.22485,3.25288,,
,,3.27155,3.27413,3.16701,3.17303,,,,,3.2146,3.25288,,
,,3.27155,3.27412,3.16515,3.17302,,,,,3.21972,3.25288,,
,,3.27155,3.27412,3.16701,3.17302,,,,,3.22229,3.25101,,
,,3.27155,3.27412,3.16515,3.17302,,,,,3.22485,3.25101,,
,,3.27155,3.27411,3.16515,3.17303,,,,,3.22485,3.25288,,
,,3.26968,3.27339,3.16515,3.17302,,,,,3.22229,3.25101,,
,,3.27155,3.2734,3.16701,3.17376,,,,,3.21972,3.25101,,
,,3.27155,3.27339,3.16515,3.17375,,,,,3.22485,3.25101,,
,,3.27155,3.2734,3.16515,3.17376,,,,,3.21716,3.25288,,
,,3.27155,3.27339,3.16701,3.17375,,,,,3.21972,3.25288,,
,,3.26968,3.27339,3.16515,3.17374,,,,,3.21972,3.25101,,
,,3.27155,3.2734,3.16515,3.17375,,,,,3.22742,3.25101,,
,,3.26968,3.2734,3.16701,3.17375,,,,,3.21716,3.25101,,
,,3.26968,3.2734,3.16701,3.17375,,,,,3.21716,3.25288,,
,,3.27155,3.2734,3.16701,3.17376,,,,,3.2146,3.25288,,
,,3.27155,3.2734,3.16515,3.17375,,,,,3.22229,3.25288,,
,,3.27155,3.2734,3.16701,3.17447,,,,,3.22485,3.25288,,
,,3.27155,3.2734,3.16701,3.17447,,,,,3.2146,3.25288,,
,,3.26968,3.2734,3.16701,3.17447,,,,,3.22485,3.25288,,
,,3.26968,3.27267,3.16701,3.17447,,,,,3.22485,3.25288,,
,,3.27155,3.27267,3.16701,3.17446,,,,,3.21716,3.25475,,
,,3.26968,3.27268,3.16701,3.17447,,,,,3.22229,3.25288,,
,,3.27155,3.27267,3.16888,3.17447,,,,,3.21716,3.25475,,
,,3.26968,3.27268,3.16888,3.17447,,,,,3.22485,3.25288,,
,,3.27155,3.27267,3.16888,3.17447,,,,,3.21972,3.25288,,
,,3.26968,3.27267,3.16701,3.17447,,,,,3.22229,3.25288,,
,,3.27155,3.27268,3.16701,3.17447,,,,,3.21972,3.25288,,
,,3.26968,3.27267,3.16888,3.17519,,,,,3.21716,3.25288,,
,,3.26968,3.27268,3.16888,3.17519,,,,,3.22485,3.25475,,
,,3.27155,3.27268,3.16701,3.17519,,,,,3.21716,3.25475,,
,,3.26968,3.27267,3.16888,3.17519,,,,,3.22742,3.25475,,
,,3.26968,3.27196,3.16888,3.17519,,,,,3.21716,3.25475,,
,,3.26968,3.27196,3.16701,3.17519,,,,,3.21972,3.25288,,
,,3.26968,3.27195,3.16888,3.17519,,,,,3.22229,3.25475,,
,,3.26968,3.27195,3.16888,3.17519,,,,,3.22485,3.25475,,
,,3.26968,3.27195,3.16888,3.17519,,,,,3.21716,3.25475,,
,,3.26968,3.27196,3.16888,3.17591,,,,,3.21716,3.25475,,
,,3.26968,3.27196,3.16888,3.17591,,,,,3.22742,3.25475,,
,,3.26968,3.27196,3.16888,3.1759,,,,,3.22742,3.25475,,
,,3.26968,3.27195,3.16888,3.1759,,,,,3.22485,3.25475,,
,,3.26781,3.27196,3.16888,3.17591,,,,,3.21972,3.25475,,
,,3.26968,3.27196,3.16888,3.17591,,,,,3.21972,3.25475,,
,,3.26968,3.27195,3.16888,3.17591,,,,,3.22742,3.25475,,
,,3.26968,3.27196,3.16888,3.17591,,,,,3.22229,3.25475,,
,,3.26968,3.27195,3.17075,3.17663,,,,,3.22229,3.25475,,
,,3.26968,3.27123,3.16888,3.17663,,,,,3.22229,3.25475,,
,,3.26781,3.27123,3.16888,3.17663,,,,,3.21716,3.25475,,
,,3.26968,3.27122,3.16888,3.17663,,,,,3.22229,3.25475,,
,,3.26781,3.27124,3.16888,3.17663,,,,,3.22229,3.25475,,
,,3.26781,3.27123,3.16888,3.17662,,,,,3.22229,3.25475,,
,,3.26781,3.27124,3.16888,3.17664,,,,,3.22742,3.25475,,
,,3.26968,3.27123,3.16888,3.17662,,,,,3.21716,3.25475,,
,,3.26781,3.27123,3.16888,3.17663,,,,,3.21972,3.25475,,
,,3.26968,3.27123,3.16888,3.17663,,,,,3.21972,3.25475,,
,,3.26781,3.27122,3.16888,3.17663,,,,,3.21972,3.25475,,
,,3.26781,3.27123,3.16888,3.17663,,,,,3.21716,3.25475,,
,,3.26968,3.27122,3.17075,3.17735,,,,,3.22485,3.25475,,
,,3.26968,3.27123,3.16888,3.17735,,,,,3.22485,3.25475,,
,,3.26781,3.27123,3.16888,3.17735,,,,,3.22742,3.25475,,
,,3.26781,3.27124,3.16888,3.17735,,,,,3.21972,3.25475,,
,,3.26968,3.27051,3.16888,3.17735,,,,,3.22229,3.25475,,
,,3.26781,3.27052,3.16888,3.17735,,,,,3.22485,3.25475,,
,,3.26781,3.27051,3.16888,3.17735,,,,,3.22998,3.25475,,
,,3.26781,3.27051,3.16888,3.17735,,,,,3.21716,3.25661,,
,,3.26781,3.27051,3.16888,3.17735,,,,,3.21972,3.25475,,
,,3.26781,3.27051,3.16888,3.17735,,,,,3.21972,3.25475,,
,,3.26781,3.27051,3.16888,3.17808,,,,,3.22485,3.25475,,
,,3.26968,3.27051,3.17075,3.17807,,,,,3.21716,3.25475,,
,,3.26968,3.27052,3.17075,3.17807,,,,,3.21716,3.25661,,
,,3.26781,3.27051,3.17261,3.17808,,,,,3.22229,3.25475,,
,,3.26781,3.27051,3.16888,3.17807,,,,,3.21972,3.25475,,
,,3.26781,3.2705,3.17261,3.17807,,,,,3.22485,3.25475,,
,,3.26781,3.27051,3.17075,3.17808,,,,,3.21972,3.25475,,
,,3.26781,3.2705,3.17075,3.17807,,,,,3.22742,3.25661,,
,,3.26781,3.26979,3.17075,3.17808,,,,,3.22998,3.25661,,
,,3.26781,3.26978,3.17261,3.17807,,,,,3.21972,3.25661,,
,,3.26781,3.26979,3.17261,3.17879,,,,,3.22742,3.25475,,
,,3.26781,3.26978,3.17075,3.17879,,,,,3.21972,3.25475,,
,,3.26781,3.26979,3.17075,3.17879,,,,,3.22742,3.25475,,
,,3.26595,3.26979,3.17261,3.1788,,,,,3.22229,3.25661,,
,,3.26781,3.26979,3.17075,3.17879,,,,,3.21716,3.25661,,
,,3.26781,3.26979,3.17075,3.17879,,,,,3.21972,3.25661,,
,,3.26781,3.26979,3.17075,3.17879,,,,,3.21972,3.25661,,
,,3.26781,3.26979,3.17075,3.17951,,,,,3.22229,3.25661,,
,,3.26781,3.26978,3.17075,3.17951,,,,,3.22742,3.25661,,
,,3.26595,3.26978,3.17075,3.17951,,,,,3.21972,3.25661,,
,,3.26595,3.26978,3.17261,3.17951,,,,,3.21972,3.25661,,
,,3.26595,3.26979,3.17261,3.17952,,,,,3.22998,3.25661,,
,,3.26595,3.26906,3.17075,3.17952,,,,,3.22742,3.25661,,
,,3.26595,3.26906,3.17261,3.17951,,,,,3.22742,3.25661,,
,,3.26781,3.26907,3.17261,3.17951,,,,,3.21972,3.25661,,
,,3.26595,3.26907,3.17261,3.17951,,,,,3.22229,3.25661,,
,,3.26595,3.26906,3.17261,3.17951,,,,,3.22998,3.25661,,
,,3.26595,3.26906,3.17261,3.17951,,,,,3.21972,3.25661,,
,,3.26595,3.26907,3.17261,3.18023,,,,,3.22742,3.25848,,
,,3.26595,3.26906,3.17261,3.18024,,,,,3.22229,3.25848,,
,,3.26408,3.26907,3.17261,3.18024,,,,,3.22485,3.25848,,
,,3.26595,3.26906,3.17261,3.18024,,,,,3.22485,3.25848,,
,,3.26595,3.26834,3.17261,3.18024,,,,,3.22229,3.25661,,
,,3.26781,3.26907,3.17261,3.18023,,,,,3.22485,3.25661,,
,,3.26595,3.26906,3.17261,3.18023,,,,,3.22485,3.25661,,
,,3.26595,3.26834,3.17261,3.18023,,,,,3.22998,3.25661,,
,,3.26595,3.26834,3.17261,3.18023,,,,,3.22229,3.25848,,
,,3.26408,3.26834,3.17261,3.18023,,,,,3.22229,3.25661,,
,,3.26595,3.26834,3.17261,3.18023,,,,,3.21972,3.25661,,
,,3.26595,3.26834,3.17261,3.18095,,,,,3.22998,3.25848,,
,,3.26595,3.26834,3.17261,3.18095,,,,,3.21972,3.25848,,
,,3.26595,3.26835,3.17448,3.18095,,,,,3.22998,3.25848,,
,,3.26595,3.26835,3.17261,3.18096,,,,,3.22229,3.25848,,
,,3.26595,3.26834,3.17448,3.18095,,,,,3.23255,3.25661,,
,,3.26595,3.26834,3.17448,3.18095,,,,,3.22998,3.25848,,
,,3.26408,3.26834,3.17448,3.18096,,,,,3.21972,3.25848,,
,,3.26408,3.26835,3.17448,3.18096,,,,,3.22998,3.25848,,
,,3.26595,3.26834,3.17448,3.18095,,,,,3.22229,3.25848,,
,,3.26408,3.26761,3.17448,3.18168,,,,,3.22998,3.25848,,
